"Tag","Text"
"p","The lamp lighting ceremony was followed by the Director’s speech, where he started off by wishing Punjab Engineering College, a very happy 98th Birthday. He highlighted his vision for the University and re-emphasized his plans to promote internships and taking up transferred semesters in various institutions and universities to gain lots of exposure, something which is lacking in a lot of graduates of recent time. He also highlighted that Punjab Engineering College has the ‘top 1%’ of students, and inherently it becomes the responsibility of the University to provide them with apt care, attention and opportunities. His moto, change India by taking one step at a time, was highlighted to seek as much help, and as much experience as one possibly could, as it is only then that you learn."
"p","He then introduced Dr. Vijay Gupta, and elucidated that they both had a similar vision of what they wanted PEC to be. Dr. Gupta began on a light and yet an emotional note, stating that he was surprised he needed a microphone, as he had taken many a lecture in the same hall, behind the same podium, to an Auditorium full of students, without ever needing a mic. His golden rule, he stated, was that he believed in making many mistakes, but he’d rather err while experimenting than practicing. He too recognized the fact that providing a good student experience was paramount above all things. He then talked about how India still follows a science-based education system which is out of touch with our time and requirements. His speech was supplemented by Dr. Dutta. He opened his speech with a remarkable idea of ‘Free and Unrestricted Choice for Education’ and emphasized on continuous self-evaluation as a key to success. His main idea was that the University should take examples from other institutions, but never try to copy or clone them, the variance that a University provides over other institution is what attracts people. He also stated his idea about restructuring the M.Tech programs and provide more focus on them. His ideas to promote the entrepreneurship and start-ups in India were vivid and he highlighted the errs in using the ranking system for colleges and how they may be inaccurate and might lose their purpose."
"p","A dance performance by the Dramatics Club of PEC, and a video entailing the history of PEC and its highlights helped to raise the energy in the room."
"p","The event ended by Dr. Divya Bansal thanking all dignitaries and students present there for helping make this day truly memorable."
"p","PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life."
"p","A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India."
"p","PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi."
"p","All Top Stories"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Happenings"
"h3","Institute"
"h3","98th Foundation Day"
"h3","Top Stories"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 65","https://pec.ac.in/donations/"
"Title ","Contribute Now | Punjab Engineering College (Deemed to be University), Chandigarh"
"p","The major concern is that when the institute opens for the next semester, several of PEC students would face economic hardships. Due to lockdown and consequent economic slowdown, we suspect that parents of many students would lose their jobs or have substantially reduced earnings. A couple of students have already approached us in this regard. We seek your contributions so that we can help such students. We encourage and gladly accept all gifts, no amount is too small."
"p","Punjab Engineering College Chandigarh is looking to establish several scholarships for its students through philanthropic contributions. Currently, an undergraduate student spends roughly Rs. 2.5 lakhs a year on tuition, lodging and boarding. It is desirable that a scholarship provides some reasonable financial support compared to the total expenditure of the student. Hence, it has been decided that the minimum amount of scholarship that can be established at PEC will be Rs. 50,000 per annum. Donors may wish to establish scholarships with larger amounts."
"p","Donation can be targeted towards the development and upkeep of a hostel or a similar facility. A hostel corridor or common facilities used by students can be adopted by a group/batch of alums and alums, as donors can ensure maintenance and upkeep of that room by contributing a decent amount."
"p","Make Donation"
"h1","Contribute Now"
"h2","Donate"

"For url: 66","https://pec.ac.in/jobs/job-19-7-18/details"
"Title ","Rolling Advertisement | Punjab Engineering College"
"p","Quick Links"
"p","Rolling Advertisement for the Temporary Engagement of Faculty Positions at the level of Assistant Professor on contract for three years."
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Rolling Advertisement"
"h3","Institute"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 67","https://pec.ac.in/events/voyager-program-details"
"Title ","Voyager Program | Punjab Engineering College"
"p","Quick Links"
"p","VOYAGER PROGRAM"
"p","Description: The aim of the institution always remains to focus on the students’ overall development, whether it’s technical skills, cultural activities’ participation or academic skill set. With the same objective in mind, The Voyager Program introduces a new experience for the students of Punjab Engineering College (Deemed To Be University) giving them an opportunity for a holistic personality development."
"p","The program involves students visiting various Indian states during the summer break in groups of 3 (up to a maximum of 5 groups) allowing them to explore the country and the various communities and cultures that exist within. It involves students exploring the diverse corners of the country with minimal materialistic requirements, focussing on and diving into the beautifully diverse places, people and living conditions."
"p","Purpose: The objective of this program is to expose the students to the widely varying living conditions, cultures, values, traditions, beliefs, climate, and geographical conditions all over the country. It aims to engage students with different aspects of life by divulging them into raw social interaction giving them perspective into communities, people and difference in characteristics. It teaches them the importance of experience rather than materialistic things as they have to travel and stay in minimal living conditions in unfamiliar territories. It introduces them to circumstances where they have to enter into dialogue with people from different walks of life."
"p","The biggest take away from the program is gaining a perspective on life and the realisation of what things matter to them in life, their ambitions and an opportunity to break socially constructed aspirations. It is an attempt to instil qualities such as inquisitiveness, curiosity, retrospection, compassion and commitment in the fellows."
"p","The program is not a tourist experience; it’s a journey of exploring where the fellows will be discovering the country rather than enjoying a vacation. They will enter unknown territories and unknown adventures. The aim is for them to discover themselves during the process of discovering the country."
"p","Guidelines: The program is governed by the following general guidelines:"
"p","Report: The teams will have to submit a detailed report of their 30-40 day journey, featuring every location, duration, their learning, take away and experience. Formulation of the trip around a theme, describing anecdotes, friends etc. are some things that the recollection of the trip can contain."
"p","PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life."
"p","A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India."
"p","PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi."
"p","All Top Stories"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Happenings"
"h3","Institute"
"h3","Top Stories"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 68","https://pec.ac.in/events/dr-sanjeev-kumar-pec-india-2020-top-cited-paper-award"
"Title ","Dr. Sanjeev Kumar has received the India 2020 Top Cited Paper Award | Punjab Engineering College"
"p","Quick Links"
"p","Dr. Sanjeev Kumar, Applied Science Department has received the INDIA 2020 TOP CITED PAPER AWARD for article “Sr and Mn co-doped sol-gel derived BiFeO3 ceramics with enhanced magnetism and reduced leakage current” Nandni Sharma et al 2017 Mater. Res. Express 4 015702. The Top Cited Paper Award is for corresponding authors from India, for work published across the entire IOP Publishing portfolio in the past three years (2017 to 2019), using citations recorded in Web of Science. The papers are in the top one per cent of the most-cited articles in each subject category along with the most-cited review article published in the last three years."
"p","In this article, Sanjeev Kumar and his co-authors reported the effect of Sr and Mn doping on the electrical and magnetic characteristics of BiFeO3 nanoparticles, synthesized by sol-gel technique. They observed that Sr doping in BiFeO3 showed substantial reduction in the leakage current whilst co-doping with Sr and Mn led to lower reduction in the leakage current through offering better performance over undoped BiFeO3, due to changes brought in the defect physics upon doping. Additionally, Sr and Mn co-doped BiFeO3 samples exhibit enhanced magnetization in comparison to undoped and Sr doped BiFeO3, possibly due to interruptions in the spin cycloid of BiFeO3."
"p","PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life."
"p","A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India."
"p","PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi."
"p","All Top Stories"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Happenings"
"h3","Institute"
"h3","Dr. Sanjeev Kumar has received the India 2020 Top Cited Paper Award"
"h3","Top Stories"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 69","https://pec.ac.in/events/online-short-term-course-stc-smart-functional-materials-emerging-applications"
"Title ","Online Short Term Course (STC) on Smart Functional Materials for Emerging Applications | Punjab Engineering College"
"p","Quick Links"
"p","TEQIP-III sponsored Online Short Term Course (STC) on “Smart Functional Materials for Emerging Applications” was organized by Department of Applied Sciences, Punjab Engineering College (Deemed to be University) from 19-21 August, 2020. The STC was coordinated by Dr. Sonu Kumar, Dr. Veeranna Yempally and Dr. Prem Lata with the primary objective of enriching the participants with the basic concepts and current knowledge of scientific advancements in the area of functional materials and polymers having unique properties, and promising applications, for e.g. towards catalysis, renewable energy, sensors, nanotechnology, biomedicine, etc.. Around 150 participants (faculty members and research scholars) from various universities/institutes across the country registered for this event and the lectures were delivered by eminent speakers from IIT, IISER, CSIR lab and other University/Institute of national repute."
"p","The event started with the welcome address by Prof. Dheeraj Sanghi (Director, PEC) in presence of Prof. Harminder Kaur (Head, Applied Science Dept. and convener of this STC) and Prof. Arun K. Grover (Emeritus Professor, Applied Science Dept. and Former Vice-Chancellor, Panjab University). Prof. Sanghi appreciated the efforts of course coordinators and the organizing committee for creating such platform comprised of eminent speakers and broad audience from reputed institutes/universities."
"p","Prof. Amitava Patra (Director, INST Mohali) inaugurated the event and delivered the first lecture of the STC on nanomaterials for efficient light harvesting systems. He discussed on luminescent nanomaterials for photonic applications and fluorescence energy transfer of quantum dots, and metal nanoclusters. Then, Dr. Venkataramanan Mahalingam (Professor, IISER Kolkata) delivered a talk on colloidal lanthanide-doped luminescent nanocrystals and further emphasized on their applications such as molecular sensing, photocatalysis and bioimaging. In the closing lecture of day 1, Dr. Ashootosh Ambade (Principal Scientist, CSIR-NCL, Pune) discussed with the participants about the synthesis and applications of end-functionalized polymers and dendritic polymers."
"p","Prof. Sabu Thomas (Vice-Chancellor, Mahatma Gandhi University, Kottayam) delivered the first session lecture of day 2 and shared his research works with the participants on interfacial modification in nanocomposites to tailor functionalities. He elaborated on hybrid polymer nanocomposites, thin films and fiber materials derived from natural resources. Then, Dr. Uttam Manna (Associate Professor, IIT Guwahati) delivered his talk on design of durable bio-inspired wettability in particular superhydrophobic materials for prospective outdoor applications. Dr. Narinder Singh (Associate Professor, IIT Ropar) discussed on his lecture over the design and synthesis of nanomaterials for sensor development. In the closing lecture, Dr. Pradip Paik (Associate Professor, IIT BHU) delivered his talk on design and engineering of polymeric nanocapsules and discussed for their stimuli-responsive systems for drug delivery application."
"p","Prof. S. Anantha Ramakrishna (Director, CSIR-CSIO, Chandigarh) started the 3rd day of the event by delivering his talk on active switchable metamaterials and discussed about their microwave and infra-red applications in the defence sector. Then, Prof. Prakash Wadgaonkar (Emeritus Scientist, CSIR-NCL, Pune) introduced to the participants about the synthesis of functional polymers and their complex architectured materials. Subsequently, Dr. Ashish Pal (Associate Professor, INST Mohali) delivered his lecture on biomimetic functional supramolecular materials and elaborated their structural precision to diverse applications. The last lecture on the closing day of the STC was delivered by Prof. Amitava Das (Professor, IISER Kolkata and Former Director, CSIR-CSMCRI, Bhavnagar) on the topic of stimuli-responsive assemblies for predictive responses. He further explained about the polymeric capsule based systems to meet their biomedicinal applications. The feedback from all the participants regarding the content and quality of the sessions were impressive and satisfactory. The organizing committee based on the feedback received from participants firmly believes that the audience has gained and enriched their knowledge in the field of functional materials and potential applications."
"p","The event was finally concluded with the vote of thanks where the coordinators of the STC acknowledged and expressed their gratitude to all the invited speakers for sharing their research experiences, to Prof. Dheeraj Sanghi (Director, PEC) and Prof. Harminder Kaur (Head, Applied Science Dept.) for their full support, Dr. Sanjay Batish (TEQIP coordinator) for financial support, Ms. Navdeep Kaur for technical support, and to all the participants to make this event very successful."
"p","PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life."
"p","A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India."
"p","PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi."
"p","All Top Stories"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Happenings"
"h3","Institute"
"h3","Online Short Term Course (STC) on Smart Functional Materials for Emerging Applications"
"h3","Top Stories"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 70","https://pec.ac.in/events/webinar-ansys-high-frequency-application-5g-antenna"
"Title ","Webinar on ANSYS High Frequency Application in 5G Antenna | Punjab Engineering College"
"p","Quick Links"
"p","The department of Electronics and Communication Engineering at Punjab Engineering College (Deemed to be University), Chandigarh has organized a webinar on ANSYS high frequency application in 5G antenna on July 31, 2020. The event was organised in technical collaboration with IEEE Chandigarh Subsection & IEEE APS & CRFID, Delhi Section and with industrial partner ARK Infosolutions, the Elite channel partner of ANSYS. More than 125 participants from various Universities, Research organizations and Industries from India and abroad attended the webinar. The event was coordinated by Prof. Arun Kumar Singh with an objective to provide an insight about the different computational solvers present in HFSS and gain a deep insight into how using the simulation with the appropriate solver helps in reducing the design cycle time. Additionally, such softwares may be utilised to the recent trends in communication (5G) and how ANSYS helps in simplifying the design challenges."
"p","Mr. Akash from ARK Infosolutions delivered the webinar focused on on ANSYS high frequency application in 5G antenna. He started with a brief introduction to 5G paradigm change and further discussed about 5G key enabling technology. Thereafter, he explained about antenna designs and modelling with sub-6 GHz designed multi-band antennas using HFSS and array antennas for 5G applications. He also demonstrated to design single element antenna utilizing HFSS antenna toolkit, and model the unit cell to approximate an infinite array."
"p","The webinar was highly enlightening particularly for the researchers to understand the technological innovations in antenna design technology. A feedback session was also conducted where various participants shared their views about the event."
"p","PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life."
"p","A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India."
"p","PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi."
"p","All Top Stories"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Happenings"
"h3","Institute"
"h3","Webinar on ANSYS High Frequency Application in 5G Antenna"
"h3","Top Stories"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 71","https://pec.ac.in/events/two-days-workshop-advanced-functional-materials-wafm-2020"
"Title ","Two Days Workshop on Advanced Functional Materials (WAFM-2020) | Punjab Engineering College"
"p","Quick Links"
"p","TEQIP III sponsored two days workshop on “Advanced Functional Materials (WAFM-2020)” was organized ONLINE by Department of Applied Sciences, Punjab Engineering College (Deemed to be University) from 25-26 July, 2020. More than 200 participants from various institutes registered for the workshop. The workshop was coordinated by Dr. Sanjeev Kumar with an idea of providing deep understanding into the knowledge of functional materials and their device applications like energy harvesting, supercapacitors, ferroelectrics, green energy cooling ad device fabrication for military, space and defense applications."
"p","The event was inaugurated by Prof. Arun Kumar Grover, Raja Ramanna Fellow, PEC in the presence of Prof. Harminder Kaur, Head, Dept. of Applied Sciences, Dr. Sanjay Batish, Coordinator, TEQIP-III. Prof. A.K. Grover appreciated the efforts of course coordinator and the organizing committee for the eminent speakers from IITs, DRDO labs etc. to deliver the talk on different aspects of materials science. He further share his experience on functional materials during his tenure at TIFR, Mumbai."
"p","On day 1, Dr. Suvankar Chakraverty from INST Mohali, deliver the talk on Quantum materials and technology: Berry's phase, SdH oscillation, Planner Hall effect with covering very basic points about magnetoresisitance and hall effect. Then, Prof. Ashish Garg, IIT Kanpur deliver his talk on defect chemistry in oxides and effect on oxide properties, with covering the types of defects. Dr. M.M. Shaijumon, IISER Trivandrum ,deliver the talk on electrochemical capacitors: recent advances. He further emphasized on the latest development of hybrid supercapacitor to meet future energy requiremnets"
"p","On day 2, Dr. Praveen, ARDE Pune, deliver his lecture on energy storage and defence applications of piezoelectric materials and the challenges while fabricating these devices for space and military applications. Dr. Prateek ,IIT Kanpur, delivered his lecture on nanostructured composites of ferroelectric and polymer phases for high energy storage applications. Dr. O.P. Thakur, SSPL New Delhi, delivered his talk on ferroelectric ceramics processing and optimization with details on processing techniques and device applications of these materials in military applications. Dr. Gyaneshwar Sharma, TD College, Jaunpur delivered his talk on ferroelectric applications in green cooling and ambient energy renewal. He concluded his talk with emphasis on utilization of these materials for refrigeration processes."
"p","After the last session, Dr. Sanjeev Kumar expressed gratitude to Prof. Dheeraj Sanghi, Director, Prof. A.K. Grover, Raja Ramanna Fellow, Prof. Harminder. Kaur, Head Applied Sciences, Dr. Sanjay Batish, TEQIP coordinator, Sh. Sushil Kumar for technical support, invited speakers, participants and the whole team working for the organization of this event."
"p","PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life."
"p","A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India."
"p","PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi."
"p","All Top Stories"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Happenings"
"h3","Institute"
"h3","Two Days Workshop on Advanced Functional Materials (WAFM-2020)"
"h3","Top Stories"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 72","https://pec.ac.in/events/online-short-term-course-nanotechnology-electronic-and-photonic-devices-nanodev-2020"
"Title ","Online Short Term Course on Nanotechnology for Electronic and Photonic Devices (NANODEV-2020) | Punjab Engineering College"
"p","Quick Links"
"p","An online short term course on Nanotechnology for Electronic and Photonic Devices (NanoDev-2020) was organized by department of Electronics and Communication Engineering, Punjab Engineering College (Deemed to be University), Chandigarh in technical collaboration with IEEE Chandigarh Subsection and Indian Society of Systems for Science and Engineering (ISSE) Chandigarh Chapter from June 15-19, 2020. More than 650 participants from various Universities, Research organizations and Industries from India and abroad registered for the course. The event was coordinated by Prof. Arun Kumar Singh with an objective to provide an insight to understand and utilize the unique properties and interaction of novel materials, their physics and chemistry for the design and development of state-of-the art next generation electronic and photonic devices to meet the needs of relevant industry, space, defense and research organization."
"p","The event was kicked off by Prof. Dheeraj Sanghi, Director, PEC in the presence of Prof. Neelu Jain, Head, Dept. of Electronics and Communication Engineering, Prof. Neena Gupta, Chairperson, IEEE Chandigarh Subsection, Dr. Manish Hooda, Scientist SCL Mohali and Secretary, ISSE Chandigarh Chapter and Dr. Sanjay Batish, Coordinator, TEQIP-III. Prof. Sanghi appreciated the efforts of Course coordinator to rope-in eminent speakers from leading research universities, defense and space laboratories and industries to deliver talks on different nano-electronic and photonic technologies. He further encouraged the participants for responsible development of products based upon such technologies to meet out the most pressing human and societal needs."
"p","In the inaugural talk on day 1, Dr. H.S. Jatana, Sr. Scientist, of Semiconductor laboratory (SCL) Mohali emphasised the necessity to work in area of Nanotechnology particularly for the development of photodetectors to meet out the energy requirements discussing about the advantages and challenges of infrared (IR) photodetectors. Prof. Yogesh Chauhan, Indian Institute of Technology (IIT) Kanpur introduced the compact modelling techniques to predict the electrical (DC and AC), and noise characteristics of semiconductor devices such as MOSFETs, FINFETs and nanotransistors. He also elaborated about his recently developed ASM GaN HEMT model which has been widely adapted by the Industries. Dr. D. S. Rawal, Scientist, Solid State Physics Laboratory (SSPL), DRDO introduced the participants various fabrication technologies available for the nanoelectronic and photonic devices. He also discussed about III-V materials their properties and applications. In the closing lecture of day 1, Dr. Amit Singh, Scientist, SCL Mohali discussed about the characteristics of high voltage silicon devices, and their challenges elaborating RESURF/LDMOS architectures, self-heating and kink effects."
"p","On day 2, Prof. Santanu Mahapatra, Indian Institute of Sciences (IISc) Bengaluru explained the atom-to-circuit modelling techniques for emerging nanomaterial MOSFETs. He also discussed about utilization of novel 2D material such as black phosphorus, germane and sillicene for FETs, multi scale modelling and impact on circuit simulations. Next, talk was delivered by Prof. Jawar Singh, IIT Patna on in-memory Computing for Energy efficient and intensive computations. He further elaborated about the advantages of in-memory computing than that of traditional computing, elements of in-memory computing, energy efficiency for AL and ML applications. In the closing lecture, Dr. Ayan Karmakar, Scientist at SCL discussed about the utilization of MEMS technology in antenna engineering. The wafer bonding, micromachining and electroplating techniques for RF MEMS were explained in addition to the concepts of lumped and distributed elements, planar transmission lines."
"p","Dr. Arun Ashok, Central Institute of Engineering, Electronics and Analytics Research Centre (ZEA), Julich, Germany discussed FDSOI applications for advanced architectures in the first session of day 3. He first introduced about the various research activities being carried out at Julich Research Center. Thereafter, he discussed about the FDSOI basics, merits of FDSOI, IOT node example and FDSOI in quantum computing. In the next talk, Prof. Samresh Das, IIT Delhi discussed about group IV semiconductors and its heterostructure with layered transition metal dichalcogenide for photonic device applications. Further, he elaborated about silicon nanowire based photonics detectors, THz detectors and modulators. In the closing lecture, Dr. Gaurav Jayaswal from SCL discussed about the THz rectenna for energy harvesting applications. He also introduced various concepts of infrared rectennas, nano antennas, surface plasmon, and nano antenna integrated diode."
"p","On day 4 of the workshop, the first talk was delivered by Prof. Dipankar, IIT, Bombay on high speed processes in semiconductors. Starting from the basic electron transport, he discussed very high speed electron conduction called ballistic transport regime in high speed GaN HEMTs, GaN LEDS and quantum dots. Dr. Meena Mishra, Scientist, SSPL. Delhi talked about RF characterisation of GaN high power devices and circuits. She started her talk by apprising everyone about various measurement facilities for S-parameters, pulsed, noise and power measurements. She further discussed about role and importance characterisation such as in detections of traps in GaN HEMTs. In the last lecture of day 4, Dr. Saumya Sengupta, Scientist at SCL Mohali discussed about the compound semiconductor technology for IR photo detection and utilization for imaging applications. He introduced about the IR photodetectors. Thereafter, he discussed about end to end development of GaAs technology based QWP/QDIP and FPA."
"p","First talk on the last day of STC was delivered by Prof. Satinder Sharma, IIT Mandi on nanoelectronics device and their applications. He started with a brief introduction to nanoelectronics roadmap discussing about the origin of nanoelectronics. 1D finite potential barrier, applications of tunnelling scanning microscope single electron transistor and carbon nanotube FET were also discussed. Prof. Brajesh Kaushik, IIT Roorkee talked about the VLSI interconnects, their challenges and prospects. He discussed about structure, properties and characteristics of interconnects, which is one of the important component in any VLSI circuit. Further, he explained about the modelling of graphene based interconnects such as CNT and GNR, advanced packaging techniques and through silicon via applications. Dr. Manoj Khandpal, Scientist SCL Mohali delivered the last talk on the closing day of the workshop on MEMS Sensor Technology for Space Applications. He emphasised on the utilization of micro-/nano-electronics in the space. Later, he discussed about different types of MEMS sensors such as chemical and physical sensors."
"p","The event was concluded with a feedback session in which participants expressed their views and showed great satisfaction at the successful completion of the NanoDev 2020. Participants also suggested to conduct such short term courses/workshops/seminars in nanotechnology as exposure to these upcoming technological innovations in electronic and photonics systems is highly enlightening particularly for the younger researchers and is need of the hour. This year’s STC offered wide range of lectures in nano-electronics and nano-photonics domain, including materials for nanodevices, novel nano-electronic devices for microwave rectification, plasmonic based devices, MMICs and device Fabrication techniques, HEMT devices and characterization techniques, memory devices, MEMS and their simulation techniques said Dr. Arun Kumar Singh, Coordinator, NanoDev 2020. He thanked all the invited speakers for sharing their research experiences with the participants, and acknowledged the full support of Prof. Dheeraj Sanghi, Director, PEC and Prof. Neelu Jain, Head, Dept. of Electronics and Communication Engineering in the organization of STC. He further showed gratitude to Prof. Neena Gupta, Chairperson, IEEE Chandigarh Subsection, Dr. Manish Hooda, Scientist SCL Mohali and Secretary, ISSE Chandigarh Chapter for technical collaboration and Dr. Sanjay Batish, Coordinator, TEQIP-III for financial support."
"p","PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life."
"p","A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India."
"p","PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi."
"p","All Top Stories"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Happenings"
"h3","Institute"
"h3","Online Short Term Course on Nanotechnology for Electronic and Photonic Devices (NANODEV-2020)"
"h3","Top Stories"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 73","https://pec.ac.in/events/six-weeks-workshop-web-development-introduction-programming-internet-things-iot"
"Title ","Six Weeks Workshop on Web Development & Introduction to Programming the Internet of Things (IOT) | Punjab Engineering College"
"p","Quick Links"
"p","The Computer Centre, Punjab Engineering College (Deemed to be University), Chandigarh in association with Chandigarh Sub Section of IEEE is organized a Six Weeks Workshop on Web Development & Introduction to Programming the Internet of Things (IoT) from 3rd June to 15th July, 2019. The Workshop was Coordinated by Dr. Sanjay Batish, Head Computer Centre and Co-Coordinated by Sh. Sushil Kumar, Sh. Prabhsimran Singh Bindra and Sh. Sandeep Pathak. Prof. Sanjeev Kumar, Dean Student Affairs, PEC was the Chief Guest for the Valedictory Function on the last day of the workshop."
"p","The workshop comprised to theoretical and practical sessions on daily basis. Expert Lectures from eminent field experts were also conducted in due course of the workshop. Lectures related to use of IoT in modern Smart Cities such as IoT and Telemedicine by Dr. Sanjay Sood, Associate Director, C-DAC, Mohali, Introduction to Fog Computing by Dr. Nitin Auluck, Department of Computer Science and Engineering, IIT Ropar and How to build RFID and IoT Devices by Dr. Suman Kumar, Department of Electrical Engineering, IIT Ropar were delivered during the workshop."
"p","In this workshop, students learnt the planning and creation of websites. This includes the information architecture, user interface, site structure, navigation, layout, colours, fonts, and imagery. The website development was then continued with programming in PHP and handling databases with MySQL."
"p","This workshop was also an introduction to the world of Internet of Things (IoT) for the students. For the development of an IoT solution, students learnt the basics of the Python Programming Language. Students worked on the Raspberry Pi to design and develop practical IoT devices while learning programming and computer hardware. In addition, students learnt how to set up the Raspberry Pi environment, get a Linux operating system running, and write and execute some basic Python code on the Raspberry Pi. Students learnt how to use Python-based IDE (integrated development environments) for the Raspberry Pi and how to trace and debug Python code on the device."
"p","PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life."
"p","A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India."
"p","PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi."
"p","All Top Stories"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"h3","Happenings"
"h3","Institute"
"h3","Six Weeks Workshop on Web Development & Introduction to Programming the Internet of Things (IOT)"
"h3","Top Stories"
"h3","Research"
"h3","Academics"
"h3","Facilities"
"h3","Information"

"For url: 74","https://pec.ac.in/events/kalpana-chawla-memorial-lecture-national-seminar"
"Title ","Dr. Kalpana Chawla Memorial Lecture & National Seminar on ‘Space Flight: Challenges And Opportunities’ | Punjab Engineering College"
"p","Quick Links"
